,year,price
1665,2016,16999
1666,2014,9761
1667,2017,16070
1668,2017,17990
1669,2014,11300
1670,2017,21440
1671,2019,23990
1672,2017,20200
1673,2019,58800
1674,2019,44160
1675,2018,30991
1676,2014,16990
1677,2013,27482
1678,2017,18966
1679,2018,42732
1680,2019,57383
1681,2017,21330
1682,2018,19660
1683,2017,22990
1684,2018,22770
1685,2018,19775
1686,2017,24660
1687,2017,22495
1688,2019,34420
1689,2019,26470
1690,2019,32300
1691,2019,34820
1692,2016,16362
1693,2017,17092
1694,2019,35590
1695,2019,21630
1696,2019,33530
1697,2020,27480
1698,2017,17891
1699,2017,17991
1700,2018,30862
1701,2015,37871
1702,2017,19922
1703,2015,13491
1704,2016,19491
1705,2017,17791
1706,2016,21691
1707,2017,13991
1708,2019,28010
1709,2019,52800
1710,2019,21480
1711,2019,23480
1712,2019,30000
1713,2019,28800
1714,2019,26990
1715,2019,42600
1716,2019,20000
1717,2015,19600
1718,2017,15490
1719,2019,24451
1720,2019,28980
1721,2020,24260
1722,2020,28220
1723,2020,20350
1724,2017,41391
1725,2017,28012
1726,2020,25961
1727,2018,28482
1728,2019,49280
1729,2019,28810
1730,2019,35980
1731,2019,30000
1732,2019,23540
1733,2019,26480
1734,2017,27498
1735,2016,34981
1736,2017,16567
1737,2018,28172
1738,2017,24481
1739,2017,14702
1740,2019,25905
1741,2017,19932
1742,2019,37045
1743,2016,15382
1744,2019,44970
1745,2019,47990
1746,2016,20563
1747,2016,15541
1748,2018,23102
1749,2016,18431
1750,2015,17901
1751,2017,19971
1752,2018,17871
1753,2018,26281
1754,2017,15790
1755,2019,17699
1756,2014,14795
1757,2018,19840
1758,2014,13791
1759,2014,11040
1760,2017,24360
1761,2017,17990
1762,2017,16495
1763,2013,12230
1764,2019,28332
1765,2017,27892
1766,2017,22332
1767,2016,17992
1768,2017,20472
1769,2017,15012
1770,2019,22276
1771,2019,37980
1772,2019,38570
1773,2016,14152
1774,2017,18990
1775,2014,16990
1776,2014,12750
1777,2015,22795
1778,2017,20895
1779,2018,15732
1780,2016,18833
1781,2018,28306
1782,2017,19502
1783,2019,22306
1784,2017,13600
1785,2016,14700
1786,2016,13200
1787,2014,13100
1788,2015,10914
1789,2013,10404
1790,2013,8500
1791,2017,24180
1792,2016,10691
1793,2018,19998
1794,2016,15790
1795,2016,15310
1796,2014,9742
1797,2016,16820
1798,2016,17950
1799,2018,37493
1800,2019,20750
1801,2019,18450
1802,2013,10880
1803,2017,15267
1804,2016,18340
1805,2018,21240
1806,2017,20340
1807,2016,18247
1808,2015,13547
1809,2016,14933
1810,2015,13917
1811,2014,10490
1812,2016,24240
1813,2017,19980
1814,2015,11710
1815,2018,22640
1816,2017,19891
1817,2018,19891
1818,2019,21699
1819,2017,18898
1820,2016,25498
1821,2016,15480
1822,2013,12500
1823,2015,15990
1824,2018,18998
1825,2017,24998
1826,2017,20498
1827,2013,11298
1828,2013,8498
1829,2017,16500
1830,2015,14992
1831,2014,15790
1832,2017,16045
1833,2016,14830
1834,2016,15640
1835,2017,16980
1836,2018,19950
1837,2018,19950
1838,2018,19950
1839,2016,17770
1840,2020,19890
1841,2018,21430
1842,2018,22240
1843,2018,24810
1844,2017,17420
1845,2019,33160
1846,2017,28240
1847,2016,16780
1848,2016,11970
1849,2016,16350
1850,2018,17320
1851,2019,26550
1852,2016,16590
1853,2017,26620
1854,2018,19860
1855,2013,9770
1856,2019,20150
1857,2016,29090
1858,2018,44150
1859,2015,16260
1860,2014,19420
1861,2015,15480
1862,2015,15640
1863,2019,31980
1864,2015,14980
1865,2018,28860
1866,2018,18640
1867,2018,18560
1868,2018,18920
1869,2014,17840
1870,2018,18870
1871,2017,15970
1872,2017,17360
1873,2016,14980
1874,2014,20860
1875,2017,15090
1876,2017,19260
1877,2018,28220
1878,2019,21660
1879,2019,21490
1880,2019,19720
1881,2019,20270
1882,2019,20640
1883,2019,23490
1884,2016,17490
1885,2017,18990
1886,2019,29990
1887,2016,19860
1888,2018,17760
1889,2016,19760
1890,2019,27990
1891,2019,25490
1892,2019,51990
1893,2017,19990
1894,2016,19490
1895,2019,20990
1896,2015,18490
1897,2015,13870
1898,2016,29570
1899,2015,20460
1900,2016,16120
1901,2017,20410
1902,2016,27260
1903,2015,15360
1904,2020,59995
1905,2020,69995
1906,2020,28995
1907,2020,31995
1908,2017,31995
1909,2018,79995
1910,2019,38995
1911,2017,19495
1912,2019,24495
1913,2019,33480
1914,2019,20490
1915,2017,12920
1916,2018,22480
1917,2016,17228
1918,2017,27980
1919,2019,19980
1920,2017,18340
1921,2019,33140
1922,2019,29240
1923,2017,28995
1924,2019,57995
1925,2017,17995
1926,2019,32995
1927,2016,26495
1928,2020,39995
1929,2020,35995
1930,2020,37995
1931,2020,43995
1932,2020,65995
1933,2015,10397
1934,2014,9890
1935,2014,10610
1936,2015,10610
1937,2020,44995
1938,2019,23995
1939,2019,25495
1940,2019,31495
1941,2019,25995
1942,2019,25495
1943,2019,38995
1944,2019,39995
1945,2019,20495
1946,2018,22495
1947,2020,29995
1948,2020,26995
1949,2019,23480
1950,2019,18760
1951,2016,18260
1952,2017,18970
1953,2017,25260
1954,2017,17420
1955,2017,16120
1956,2016,21870
1957,2017,19760
1958,2017,18870
1959,2017,16880
1960,2014,20965
1961,2017,14965
1962,2015,13532
1963,2014,10500
1964,2019,31750
1965,2016,22495
1966,2018,49995
1967,2019,37995
1968,2013,21495
1969,2016,17995
1970,2016,24495
1971,2016,19995
1972,2019,51995
1973,2019,28871
1974,2017,18961
1975,2019,24995
1976,2019,24995
1977,2019,25995
1978,2019,27995
1979,2019,25495
1980,2019,109995
1981,2019,39995
1982,2019,24995
1983,2018,33000
1984,2018,23000
1985,2018,19000
1986,2018,19000
1987,2018,18490
1988,2016,16260
1989,2014,10500
1990,2018,22000
1991,2020,37990
1992,2017,20472
1993,2016,15952
1994,2017,15122
1995,2015,15542
1996,2017,31342
1997,2018,29172
1998,2017,24702
1999,2016,14331
2000,2017,21122
2001,2019,20596
2002,2017,30971
2003,2017,18372
2004,2018,22022
2005,2015,16592
2006,2019,22702
2007,2018,25882
2008,2019,29046
2009,2019,20096
2010,2018,27462
2011,2019,26256
2012,2018,31990
2013,2018,29490
2014,2018,21490
2015,2019,21690
2016,2016,19490
2017,2016,18690
2018,2017,26000
2019,2017,18300
2020,2017,25232
2021,2017,23072
2022,2019,30182
2023,2019,26176
2024,2018,30022
2025,2016,19502
2026,2017,22482
2027,2018,27902
2028,2016,18495
2029,2017,15495
2030,2017,30995
2031,2016,24495
2032,2019,27495
2033,2020,45995
2034,2018,78995
2035,2017,25995
2036,2016,36995
2037,2016,17102
2038,2019,38995
2039,2018,30202
2040,2013,12622
2041,2016,24995
2042,2017,26498
2043,2017,26998
2044,2016,16998
2045,2017,17891
2046,2016,20871
2047,2019,25691
2048,2015,10291
2049,2014,12981
2050,2017,17892
2051,2017,16722
2052,2017,22792
2053,2019,41070
2054,2019,79480
2055,2019,29730
2056,2016,17822
2057,2015,19132
2058,2017,19602
2059,2018,42510
2060,2019,21590
2061,2019,28995
2062,2019,39995
2063,2017,22495
2064,2019,39995
2065,2018,24995
2066,2016,29995
2067,2019,38995
2068,2019,24995
2069,2016,23495
2070,2018,45071
2071,2015,15181
2072,2017,29151
2073,2017,20612
2074,2016,18211
2075,2016,13891
2076,2018,28372
2077,2017,21182
2078,2019,49780
2079,2019,23480
2080,2019,21400
2081,2019,28490
2082,2019,36990
2083,2019,55491
2084,2019,39990
2085,2019,41990
2086,2019,34990
2087,2020,42490
2088,2018,33450
2089,2019,38610
2090,2019,34990
2091,2016,21481
2092,2019,56499
2093,2019,28290
2094,2017,16770
2095,2013,12490
2096,2017,21734
2097,2015,11623
2098,2016,18391
2099,2016,14555
2100,2016,16585
2101,2014,14941
2102,2017,17712
2103,2019,21480
2104,2017,20022
2105,2017,17313
2106,2017,24352
2107,2017,20961
2108,2015,13022
2109,2017,25498
2110,2016,21698
2111,2016,19998
2112,2019,20498
2113,2015,15998
2114,2016,25998
2115,2015,12498
2116,2018,24998
2117,2014,12468
2118,2014,10991
2119,2016,17221
2120,2017,20091
2121,2013,8450
2122,2017,16490
2123,2018,18750
2124,2018,20911
2125,2017,21291
2126,2017,12730
2127,2018,21331
2128,2018,28990
2129,2018,30881
2130,2019,46931
2131,2017,17565
2132,2015,15790
2133,2020,36990
2134,2017,15943
2135,2016,25491
2136,2015,14984
2137,2020,20850
2138,2017,17016
2139,2017,16015
2140,2017,22495
2141,2019,69995
2142,2018,72995
2143,2018,19491
2144,2016,27050
2145,2017,19450
2146,2020,23970
2147,2018,18691
2148,2016,22650
2149,2016,19297
2150,2018,17991
2151,2017,15695
2152,2018,20991
2153,2019,20080
2154,2019,19592
2155,2019,27810
2156,2019,36247
2157,2016,19700
2158,2018,28750
2159,2018,19470
2160,2017,20997
2161,2016,19370
2162,2017,26790
2163,2017,19751
2164,2017,20795
2165,2016,18991
2166,2017,30500
2167,2017,28795
2168,2017,22740
2169,2018,31850
2170,2019,44500
2171,2018,21996
2172,2018,18991
2173,2017,15280
2174,2017,19150
2175,2017,19070
2176,2017,15490
2177,2017,35420
2178,2014,13000
2179,2017,29500
2180,2017,33000
2181,2018,28350
2182,2015,32250
2183,2018,53750
2184,2014,16500
2185,2016,13995
2186,2017,26998
2187,2017,28998
2188,2017,31055
2189,2017,18115
2190,2016,14541
2191,2017,20000
2192,2016,14750
2193,2018,18551
2194,2017,20150
2195,2018,17689
2196,2018,19005
2197,2015,14241
2198,2015,14340
2199,2013,12013
2200,2017,27645
2201,2019,28887
2202,2018,23247
2203,2017,20737
2204,2017,22720
2205,2017,23615
2206,2018,25498
2207,2018,20998
2208,2016,17498
2209,2015,10998
2210,2016,15798
2211,2017,16495
2212,2014,16650
2213,2017,27498
2214,2018,25298
2215,2016,28798
2216,2020,26850
2217,2019,44890
2218,2019,23996
2219,2018,18691
2220,2019,25991
2221,2019,25491
2222,2019,27998
2223,2017,34998
2224,2013,12362
2225,2017,18240
2226,2017,18231
2227,2014,14601
2228,2016,20365
2229,2014,19194
2230,2019,30350
2231,2016,13480
2232,2016,21505
2233,2016,41750
2234,2017,19621
2235,2016,27880
2236,2020,25980
2237,2020,25980
2238,2017,22780
2239,2020,22480
2240,2020,56980
2241,2020,49980
2242,2019,28980
2243,2016,17391
2244,2018,18590
2245,2017,27357
2246,2018,19403
2247,2018,24791
2248,2019,27100
2249,2018,23635
2250,2015,16581
2251,2016,27685
2252,2017,20150
2253,2016,19431
2254,2017,19891
2255,2019,41500
2256,2019,35980
2257,2018,33000
2258,2016,24480
2259,2016,20480
2260,2017,27000
2261,2016,21000
2262,2018,21980
2263,2019,50480
2264,2019,26999
2265,2017,20555
2266,2016,20995
2267,2015,17790
2268,2016,22661
2269,2013,10664
2270,2014,13890
2271,2016,22510
2272,2018,22991
2273,2016,17995
2274,2020,64980
2275,2019,20980
2276,2019,28429
2277,2019,23980
2278,2019,49980
2279,2019,49980
2280,2019,38000
2281,2020,25480
2282,2020,32480
2283,2020,24480
2284,2019,39980
2285,2019,46980
2286,2017,19480
2287,2016,34980
2288,2016,17680
2289,2019,24780
2290,2017,34980
2291,2019,45980
2292,2016,16480
2293,2020,41980
2294,2019,31980
2295,2020,25980
2296,2019,52000
2297,2016,19750
2298,2017,28498
2299,2015,14998
2300,2016,21498
2301,2017,15298
2302,2017,15490
2303,2017,18000
2304,2017,15000
2305,2017,13500
2306,2018,18450
2307,2019,17950
2308,2019,20750
2309,2019,20950
2310,2017,16299
2311,2017,31994
2312,2020,31991
2313,2019,34491
2314,2019,24991
2315,2019,25926
2316,2019,22995
2317,2017,27380
2318,2016,24741
2319,2016,16657
2320,2016,18304
2321,2016,21980
2322,2016,14740
2323,2018,19385
2324,2019,34980
2325,2016,24340
2326,2016,17940
2327,2019,32480
2328,2019,54500
2329,2017,40980
2330,2016,28980
2331,2019,28480
2332,2018,30000
2333,2019,25980
2334,2019,30480
2335,2019,28480
2336,2019,24980
2337,2017,19250
2338,2014,9480
2339,2016,16480
2340,2015,15490
2341,2014,19980
2342,2017,18990
2343,2019,20480
2344,2017,17833
2345,2017,15178
2346,2018,21790
2347,2019,34640
2348,2017,13980
2349,2016,17624
2350,2016,16249
2351,2016,13290
2352,2018,27980
2353,2018,28480
2354,2016,15740
2355,2015,29955
2356,2017,14980
2357,2017,18830
2358,2014,14980
2359,2020,26480
2360,2020,29880
2361,2017,23990
2362,2016,22790
2363,2019,27480
2364,2017,19480
2365,2017,13980
2366,2016,16329
2367,2016,18341
2368,2017,14485
2369,2014,11915
2370,2017,12563
2371,2017,16065
2372,2017,15896
2373,2017,15281
2374,2017,16633
2375,2013,17481
2376,2018,17938
2377,2015,19990
2378,2017,19891
2379,2017,21630
2380,2017,20560
2381,2018,16492
2382,2018,16780
2383,2016,19024
2384,2017,18800
2385,2018,16396
2386,2017,16868
2387,2013,11480
2388,2017,18500
2389,2019,24980
2390,2019,18381
2391,2019,18429
2392,2019,27227
2393,2019,17895
2394,2017,22470
2395,2018,17894
2396,2018,20150
2397,2018,17702
2398,2017,27480
2399,2019,18490
2400,2019,17702
2401,2019,29890
2402,2019,17728
2403,2017,18480
2404,2013,10980
2405,2016,25775
2406,2019,28480
2407,2019,20980
2408,2016,18280
2409,2017,23250
2410,2019,22980
2411,2019,26480
2412,2019,19980
2413,2019,22980
2414,2018,21000
2415,2018,18500
2416,2016,24898
2417,2015,13898
2418,2015,11698
2419,2017,18498
2420,2019,22498
2421,2019,24998
2422,2017,16998
2423,2016,22498
2424,2018,16898
2425,2017,19498
2426,2019,28000
2427,2019,31000
2428,2019,34500
2429,2019,26000
2430,2017,31000
2431,2019,27000
2432,2019,27000
2433,2020,46000
2434,2016,15498
2435,2020,24298
2436,2018,17980
2437,2019,27980
2438,2019,28480
2439,2018,24480
2440,2019,25780
2441,2019,25780
2442,2018,30480
2443,2018,30000
2444,2018,19480
2445,2019,47980
2446,2016,30752
2447,2018,27622
2448,2015,12672
2449,2018,32991
2450,2017,22852
2451,2015,15212
2452,2016,18991
2453,2016,18362
2454,2014,15802
2455,2018,23012
2456,2016,18116
2457,2014,10532
2458,2017,17880
2459,2019,30572
2460,2019,29782
2461,2019,27066
2462,2019,29886
2463,2016,20092
2464,2018,30982
2465,2016,18366
2466,2016,36491
2467,2017,57752
2468,2017,33202
2469,2018,32224
2470,2019,22998
2471,2017,16498
2472,2013,9480
2473,2017,18500
2474,2018,49891
2475,2017,20175
2476,2018,18411
2477,2017,20395
2478,2018,22525
2479,2017,18740
2480,2018,27242
2481,2019,20676
2482,2019,31946
2483,2019,23816
2484,2019,24306
2485,2015,17682
2486,2019,66990
2487,2019,53122
2488,2017,25172
2489,2017,20886
2490,2017,23372
2491,2017,30586
2492,2020,25991
2493,2017,29991
2494,2018,26254
2495,2019,28466
2496,2017,14286
2497,2018,27482
2498,2018,29532
2499,2019,46236
2500,2018,27786
2501,2018,41366
2502,2018,30423
2503,2019,26925
2504,2016,24028
2505,2017,19032
2506,2018,16495
2507,2016,18490
2508,2014,13650
2509,2016,18390
2510,2018,16047
2511,2014,11972
2512,2014,13251
2513,2013,9691
2514,2015,15150
2515,2015,13390
2516,2017,21732
2517,2017,16722
2518,2019,55830
2519,2019,44410
2520,2019,49883
2521,2019,26530
2522,2019,25830
2523,2020,33111
2525,2020,42990
2526,2015,11632
2527,2019,22980
2528,2018,30500
2529,2018,29480
2530,2018,20980
2531,2019,24980
2532,2019,24000
2533,2017,14980
2534,2019,32980
2535,2019,23980
2536,2019,30980
2537,2019,34544
2538,2013,10662
2539,2015,15632
2540,2016,24642
2541,2017,16862
2542,2019,34070
2543,2016,19671
2544,2017,17230
2545,2013,10491
2546,2016,14480
2547,2019,28480
2548,2019,29480
2549,2019,42000
2550,2019,52500
2551,2017,17800
2552,2017,16000
2553,2015,11995
2554,2015,17498
2555,2018,24676
2556,2017,25210
2557,2017,21991
2558,2017,49991
2559,2017,21062
2561,2019,32480
2562,2018,25812
2563,2016,19012
2564,2013,15182
2565,2017,15781
2566,2017,16781
2567,2017,20352
2568,2016,36182
2569,2015,17042
2570,2017,31352
2571,2016,16556
2572,2017,19852
2573,2018,28652
2574,2018,17092
2575,2019,24890
2576,2018,30592
2577,2015,23472
2578,2017,15981
2579,2017,22576
2580,2019,20776
2581,2017,24481
2582,2016,28293
2583,2019,31040
2584,2017,21032
2585,2019,20482
2586,2019,28896
2587,2019,19546
2588,2017,13981
2589,2015,17972
2590,2019,48896
2591,2019,30516
2592,2019,23206
2593,2019,27826
2594,2016,25532
2595,2017,20542
2596,2020,42781
2597,2020,39981
2598,2020,37981
2599,2020,27681
2600,2019,53581
2601,2020,26981
2602,2017,34981
2603,2018,19902
2604,2019,25636
2605,2019,26056
2606,2019,22156
2607,2019,48502
2608,2017,17282
2609,2019,31716
2610,2019,21990
2611,2019,47981
2612,2019,43981
2613,2019,41570
2614,2019,22550
2615,2019,55981
2616,2019,50981
2617,2019,30481
2618,2015,17712
2619,2017,23192
2620,2013,16822
2621,2018,23512
2622,2019,59830
2623,2016,17902
2624,2019,35562
2625,2019,29592
2626,2018,21282
2627,2019,28681
2628,2019,29481
2629,2019,123846
2630,2019,40991
2631,2019,43591
2632,2019,40991
2633,2018,24892
2634,2019,77890
2635,2016,14162
2636,2018,23022
2637,2016,19392
2638,2019,37481
2639,2019,42676
2640,2019,30581
2641,2019,41681
2642,2019,59922
2643,2017,21142
2644,2017,21602
2645,2016,21481
2646,2017,16852
2647,2019,125796
2648,2019,39290
2649,2015,13822
2650,2017,27462
2651,2020,46481
2652,2020,26981
2653,2017,24992
2654,2019,55981
2655,2015,24981
2656,2017,16481
2657,2017,21481
2658,2019,25481
2659,2019,23216
2660,2017,14812
2661,2018,29442
2662,2015,14092
2663,2017,17100
2664,2015,15020
2665,2017,18890
2666,2016,15572
2667,2017,20282
2668,2017,21481
2669,2016,16890
2670,2016,15504
2671,2016,19980
2672,2017,21380
2673,2017,34647
2674,2019,30000
2675,2018,39000
2676,2013,10190
2677,2020,28490
2678,2019,29260
2679,2017,15981
2680,2016,19481
2681,2017,23981
2682,2017,32981
2683,2017,25481
2684,2017,19212
2685,2016,15502
2686,2017,25915
2687,2017,18337
2688,2016,27577
2689,2016,20677
2690,2017,28880
2691,2016,11900
2692,2016,20480
2693,2019,53991
2694,2020,42991
2695,2020,29991
2696,2020,25491
2697,2019,44631
2698,2016,18342
2699,2018,18600
2700,2018,29400
2701,2017,17548
2702,2016,16294
2703,2019,25991
2704,2019,25791
2705,2019,22250
2706,2019,19424
2707,2019,29990
2708,2019,18900
2709,2019,29260
2710,2019,24510
2711,2018,21991
2712,2018,24220
2713,2014,13750
2714,2014,16190
2715,2019,18990
2716,2016,15703
2717,2017,28490
2718,2017,24100
2719,2018,19498
2720,2018,18998
2721,2015,21698
2722,2019,19998
2723,2017,17480
2724,2020,22980
2725,2016,14480
2726,2019,73980
2727,2019,31980
2728,2019,44980
2729,2019,21980
2730,2015,13750
2731,2016,27480
2732,2019,31480
2733,2020,49980
2734,2019,30480
2735,2019,35980
2736,2019,32480
2737,2019,31480
2738,2017,20480
2739,2016,28980
2740,2017,22000
2741,2016,20480
2742,2016,19000
2743,2019,27991
2744,2013,11878
2745,2017,38750
2746,2017,17891
2747,2017,18991
2748,2016,19490
2749,2017,20000
2750,2016,17480
2751,2016,14500
2752,2017,17490
2753,2018,31490
2754,2014,13967
2755,2016,18998
2756,2019,22998
2757,2018,19998
2758,2018,19998
2759,2020,21480
2760,2017,16850
2761,2019,33900
2762,2019,20398
2763,2019,28480
2764,2015,14611
2765,2019,28990
2766,2019,35740
2767,2019,24980
2768,2019,29980
2769,2016,22480
2770,2017,21000
2771,2017,22000
2772,2015,15980
2773,2019,31980
2774,2019,47480
2775,2019,31000
2776,2017,25980
2777,2017,22480
2778,2018,18750
2779,2019,26980
2780,2019,22980
2781,2019,22980
2782,2019,25980
2783,2019,25980
2784,2019,19250
2785,2016,18290
2786,2018,20260
2787,2020,28590
2788,2019,20890
2789,2020,21991
2790,2019,23991
2791,2019,18138
2792,2017,17127
2793,2016,17491
2794,2019,28351
2795,2019,29000
2796,2019,23980
2797,2018,38980
2798,2019,39980
2799,2019,31480
2800,2019,47980
2801,2019,44980
2802,2018,29500
2803,2016,23980
2804,2017,22000
2805,2019,29500
2806,2019,37000
2807,2019,25780
2808,2017,18480
2809,2018,19480
2810,2019,46980
2811,2019,34980
2812,2018,27980
2813,2018,25500
2814,2017,22500
2815,2017,28980
2816,2019,23480
2817,2016,14981
2818,2014,15981
2819,2017,17981
2820,2018,25302
2821,2019,29532
2822,2016,14312
2823,2016,29852
2824,2018,16552
2825,2019,46481
2826,2015,23981
2827,2016,17841
2828,2019,18480
2829,2019,36000
2830,2019,17980
2831,2019,18480
2832,2019,22480
2833,2019,25980
2834,2019,30980
2835,2019,24480
2836,2019,24980
2837,2019,18480
2838,2015,15481
2839,2016,27981
2840,2016,16591
2841,2016,18481
2842,2018,21526
2843,2017,17192
2844,2017,23981
2845,2018,34981
2846,2017,34981
2847,2017,24481
2848,2017,18480
2849,2016,16980
2850,2017,15280
2851,2016,17480
2852,2016,29000
2853,2018,33980
2854,2016,19000
2855,2015,14000
2856,2017,26000
2857,2018,15980
2858,2014,17500
2859,2016,13995
2860,2016,17250
2861,2014,11250
2862,2016,16120
2863,2016,15096
2864,2015,19891
2865,2017,13610
2866,2017,12699
2867,2018,19800
2868,2019,20691
2869,2018,19346
2870,2019,20391
2871,2019,22995
2872,2017,18995
2873,2017,16995
2874,2013,9550
2875,2017,23242
2876,2017,23242
2877,2017,21500
2878,2019,35980
2879,2020,23980
2880,2020,24980
2881,2020,33980
2882,2019,23980
2883,2019,24480
2884,2019,23980
2885,2018,46980
2886,2017,31980
